0.0 0.0 0 0 0 0 0
0.0002 709115.41477 0 0 0 0 0
0.0004 7092980.0 0 0 0 0 0
0.0006 14824100.0 0 0 0 0 0
0.0008 25249700.0 0 0 0 0 0
0.001 39717000.0 0 0 0 0 0
0.0012 56771300.0 0 0 0 0 0
0.0014 45340000.0 0 0 0 0 0
0.0016 58379800.0 0 0 0 0 0
0.0018 73639800.0 0 0 0 0 0
0.002 90226800.0 0 0 0 0 0
0.0022 108138000.0 0 0 0 0 0
0.0024 127370000.0 0 0 0 0 0
0.0026 148424000.0 0 0 0 0 0
0.0028 170590000.0 0 0 0 0 0
0.003 193886000.0 0 0 0 0 0
0.0032 218330000.0 0 0 0 0 0
0.0034 244192000.0 0 0 0 0 0
0.0036 271040000.0 0 0 0 0 0
0.0038 298770000.0 0 0 0 0 0
0.004 327279000.0 0 0 0 0 0
0.0042 356959000.0 0 0 0 0 0
0.0044 387325000.0 0 0 0 0 0
0.0046 418335000.0 0 0 0 0 0
0.0048 449951000.0 0 0 0 0 0
0.005 482451000.0 0 0 0 0 0
0.0052 515450000.0 0 0 0 0 0
0.0054 548987000.0 0 0 0 0 0
0.0056 583101000.0 0 0 0 0 0
0.0058 618018000.0 0 0 0 0 0
0.006 653540000.0 0 0 0 0 0
0.0062 689683000.0 0 0 0 0 0
0.0064 726462000.0 0 0 0 0 0
0.0066 764307000.0 0 0 0 0 0
0.0068 802763000.0 0 0 0 0 0
0.007 1281600000.0 0 0 0 0 0
0.0072 1325460000.0 0 0 0 0 0
0.0074 1367360000.0 0 0 0 0 0
0.0076 1407770000.0 0 0 0 0 0
0.0078 1446600000.0 0 0 0 0 0
0.008 1483810000.0 0 0 0 0 0
0.0082 1518150000.0 0 0 0 0 0
0.0084 1550410000.0 0 0 0 0 0
0.0086 1580450000.0 0 0 0 0 0
0.0088 1608180000.0 0 0 0 0 0
0.009 1632110000.0 0 0 0 0 0
0.0092 1653310000.0 0 0 0 0 0
0.0094 1671760000.0 0 0 0 0 0
0.0096 1687420000.0 0 0 0 0 0
0.0098 1698750000.0 0 0 0 0 0
0.01 1707130000.0 0 0 0 0 0
0.0102 1712650000.0 0 0 0 0 0
0.0104 1715370000.0 0 0 0 0 0
0.0106 1713990000.0 0 0 0 0 0
0.0108 1710010000.0 0 0 0 0 0
0.011 1703540000.0 0 0 0 0 0
